file,line_start,line_end,header,matched_terms,module_name,thread,call_id,caller_address
/home/ubuntu/repos/AI_correlacion_contradef/data/jobs_api/20260414_180723_full_execution_sample_1_isdebuggerpresent-virtualprotect_01bed4fb/extracted/Full-Execution-Sample-1/contradef.2956.FunctionInterceptor.cdf,83,91,[+] IsDebuggerPresent...,IsDebuggerPresent,,0,0,
/home/ubuntu/repos/AI_correlacion_contradef/data/jobs_api/20260414_180723_full_execution_sample_1_isdebuggerpresent-virtualprotect_01bed4fb/extracted/Full-Execution-Sample-1/contradef.2956.FunctionInterceptor.cdf,122,138,[+] VirtualProtect...,VirtualProtect,,0,0,
/home/ubuntu/repos/AI_correlacion_contradef/data/jobs_api/20260414_180723_full_execution_sample_1_isdebuggerpresent-virtualprotect_01bed4fb/extracted/Full-Execution-Sample-1/contradef.2956.FunctionInterceptor.cdf,139,155,[+] VirtualProtect...,VirtualProtect,,0,1,
/home/ubuntu/repos/AI_correlacion_contradef/data/jobs_api/20260414_180723_full_execution_sample_1_isdebuggerpresent-virtualprotect_01bed4fb/extracted/Full-Execution-Sample-1/contradef.2956.FunctionInterceptor.cdf,156,172,[+] VirtualProtect...,VirtualProtect,,0,2,
/home/ubuntu/repos/AI_correlacion_contradef/data/jobs_api/20260414_180723_full_execution_sample_1_isdebuggerpresent-virtualprotect_01bed4fb/extracted/Full-Execution-Sample-1/contradef.2956.FunctionInterceptor.cdf,173,189,[+] VirtualProtect...,VirtualProtect,,0,3,
/home/ubuntu/repos/AI_correlacion_contradef/data/jobs_api/20260414_180723_full_execution_sample_1_isdebuggerpresent-virtualprotect_01bed4fb/extracted/Full-Execution-Sample-1/contradef.2956.FunctionInterceptor.cdf,981,997,[+] VirtualProtect...,VirtualProtect,,0,4,
/home/ubuntu/repos/AI_correlacion_contradef/data/jobs_api/20260414_180723_full_execution_sample_1_isdebuggerpresent-virtualprotect_01bed4fb/extracted/Full-Execution-Sample-1/contradef.2956.FunctionInterceptor.cdf,1039,1047,[+] IsDebuggerPresent...,IsDebuggerPresent,,1,1,
